created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Sep 22 12:07:00 +0000 2023;1705191968358519055;"Perencanaan Keuangan Buat rencana keuangan yang cermat, termasuk biaya kuliah, biaya hidup, asuransi kesehatan, dan biaya lainnya. Pertimbangkan sumber pendanaan seperti beasiswa, pinjaman, atau pekerjaan paruh waktu.";0;1;0;0;in;180240682;1705191960749957343;majalahsunday;https://twitter.com/majalahsunday/status/1705191968358519055
Fri Sep 22 11:55:34 +0000 2023;1705189088561938913;"@tanyakanrl terakhir pakai dompet malah lupa simpan di mana. solusinya ya pakai case hp model begini. all in one.  isinya kartu identitas, kartu asuransi kesehatan, sim, kartu area bermain. kenapa ga bawa kartu atm? tarik tunai bisa cardless dan mostly bayar2 pakai qris atau transfer. https://t.co/Misfi0566y";0;0;0;0;in;83611311;1705138625405653098;nurinurida;https://twitter.com/nurinurida/status/1705189088561938913
Fri Sep 22 11:25:24 +0000 2023;1705181499748958645;"@mr_roofx @pttimothys @kompascom Kl asuransi jiwa gt pas mati langsung otomatis cair duitnya atau masih di tanya2 lagi gak sih?  Macem anda yakin kalau anda sudah mati? Selain akta keterangan kematian apa bukti lain bahwa anda sudah mati? Macem asuransi kesehatan gt, mau klaim aja kudu pake trik.";1;3;0;2;in;419213859;1705145205136228522;t_yudehis;https://twitter.com/t_yudehis/status/1705181499748958645
Fri Sep 22 11:06:35 +0000 2023;1705176764304240708;"@xiaowu2355 Aku pribadi pakai Allianz dan puji Tuhan masih di kasih kesehatan tapi aku pribadi udah bantu nasabah aku dan so far klaim gampang dan mudah  Boleh DM aku kalau mau konsul juga ya😁👌";0;0;0;0;in;1490626555403399168;1705150152158384605;AgenAsuransimu;https://twitter.com/AgenAsuransimu/status/1705176764304240708
Fri Sep 22 11:06:08 +0000 2023;1705176649531285887;"Oh iya lupa nambahin, BELI ASURANSI KESEHATAN pas sampe Australia. Banyak banget anak WHV indo yang tiba2 masuk RS lah, kecelakaan lah (ini byk beritanya), dan mreka ga punya asuransi kesehatan. Out of pocket expensenya mahal bangettttt di sini!! Beli yg basic cover aja murah kok";0;0;0;1;in;47906268;1694979603255971868;karinyoo;https://twitter.com/karinyoo/status/1705176649531285887
Fri Sep 22 10:24:48 +0000 2023;1705166247577682398;"@xiaowu2355 pernah kak aku sendiri pakai asuransi kesehatan, kakaknya lagi cari asuransi apa ya?";0;0;0;0;in;1629031878538977280;1705150152158384605;coupleasuransi;https://twitter.com/coupleasuransi/status/1705166247577682398
Fri Sep 22 10:17:38 +0000 2023;1705164442424775155;"@cempurna jaga kesehatan + punya asuransi tu wajib!!";0;1;0;0;in;3479121794;1705156753267245257;gyojax;https://twitter.com/gyojax/status/1705164442424775155
Fri Sep 22 09:31:19 +0000 2023;1705152786823016622;"Knapa penting memilih Rumah Sakit yg BAGUS?Kl tjd masalah,kl Rumah Sakit bagus,dokter semua SIAP di RS ini.ALAT LENGKAP,ngga perlu d rujuk k RS lain.Buang waktu.Pertolongan Cepat.Ini alasan klien ku rela sisihkn Rp34Juta/thn,demi pny asuransi kesehatan murni MiUltimate Healthcare https://t.co/K5JuW2laPC";0;0;0;0;in;765260294;1705152786823016622;OlaLRJ;https://twitter.com/OlaLRJ/status/1705152786823016622
Fri Sep 22 09:11:10 +0000 2023;1705147715402014861;"@tanyakanrl 1. ATM 2. KTP 3. Kartu asuransi kesehatan  Literally isi dompet emang cuma itu.";0;0;0;0;in;1576996439334715393;1705138625405653098;readingbyelle;https://twitter.com/readingbyelle/status/1705147715402014861
Fri Sep 22 08:59:43 +0000 2023;1705144834745569572;"ASURANSI, udah paling bener semuanya di asuransiin. Harta, kesehatan, jiwa";0;0;0;0;in;546922239;1705144834745569572;Anbiyamu_;https://twitter.com/Anbiyamu_/status/1705144834745569572
Fri Sep 22 08:42:04 +0000 2023;1705140394059878437;"Dulu ikut asuransi kesehatan aksa pas 5 taun uang kembali full...ikut asuransi @BANKBRI_ID pas claim  boro boro full, kurang nya lumayan .sepertinya harus tutup tabungan aja.kecewa pake banget.I trust you guys but...you guys are...****";1;8;0;1;in;1255792062235983872;1705140394059878437;kartikaicha18;https://twitter.com/kartikaicha18/status/1705140394059878437
Fri Sep 22 07:11:14 +0000 2023;1705117535358853216;"@Tini6893 Hai, Kak. Sesuai ketentuan PER-16/PJ/2016 dalam menghitung PPh Pasal 21, premi asuransi kesehatan yang dibayarkan oleh pemberi kerja untuk pegawai, maka atas premi tsb digabungkan dengan penghasilan bruto yang dibayarkan oleh pemberi kerja kepada pegawai. (1/2)";0;1;0;0;in;4564565058;1704684763628613780;kring_pajak;https://twitter.com/kring_pajak/status/1705117535358853216
Fri Sep 22 06:35:07 +0000 2023;1705108446276989021;"Seperti kata Prilly Latuconsina, kenali terlebih dahulu produk asuransimu sebelum kamu membelinya ya!  For free consultation 👉🏾https://t.co/OTNkRWfHyi  #asuransi #asuransikesehatan #asuransijiwa #asuransiterbaik #asuransisyariah #bpjs #prillylatuconsina #prillylatuconsina96 https://t.co/eGXnxKtDyi";0;0;0;0;in;62282853;1705108446276989021;benedictcg02;https://twitter.com/benedictcg02/status/1705108446276989021
Fri Sep 22 05:19:54 +0000 2023;1705089515260633335;"@kring_pajak Halo @kring_pajak  bagaimana apakah termasuk pph 21 utk contoh asuransi kesehatan dari All*anz. Yg dibayarkan perusahaan sebagai fasilitas kesehatan tambahan utk karyawan selain BP*S Kesehatan.";0;1;0;0;in;458992364;1704684763628613780;Tini6893;https://twitter.com/Tini6893/status/1705089515260633335
Fri Sep 22 05:05:01 +0000 2023;1705085770896437253;"22 but still ngang ngong ngang ngong in life. My mother back then alr buy herself a house + kredit mobil + bayar angsuran asuransi jiwa kesehatan dll";0;1;0;1;in;4639670893;1705085770896437253;herschour;https://twitter.com/herschour/status/1705085770896437253
Fri Sep 22 04:48:45 +0000 2023;1705081675720626410;"@worksfess Ada bonus atau dplk ga, asuransi kesehatan, bpjs ketenagakerjaan tanyain jg";0;0;0;0;in;99103676;1705080926940827895;manisrasakeju;https://twitter.com/manisrasakeju/status/1705081675720626410
Fri Sep 22 02:49:43 +0000 2023;1705051720337006596;"@tanyarlfes 500 siapin aja nder 😆 daftar  asuransi kesehatan nder";0;0;0;0;in;2206722583;1705050396836937869;ftrwfniall;https://twitter.com/ftrwfniall/status/1705051720337006596
Fri Sep 22 02:39:04 +0000 2023;1705049043569905875;"@flyingwonwoo ...asuransi kesehatan, asuransi kecelakaan, asuransi jiwa, asuransi dwiguna, dan asuransi beasiswa.  Diluar ketentuan tersebut maka klaim asuransi merupakan objek PPh yang nantinya ikut dilaporkan dalam SPT Tahunan. (4/4) Tks*Dhan";0;0;0;0;in;4564565058;1704757596987761002;kring_pajak;https://twitter.com/kring_pajak/status/1705049043569905875
Thu Sep 21 15:56:00 +0000 2023;1704887207516057949;"Membuat kebijakan yg bisa mengurangi kemiskinan dan memajukan sekolah, asuransi kesehatan, dan kesempatan pekerjaan. Ini harapan rakyat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/hysPLFWIFa";0;0;0;0;in;1550193571818795008;1704887207516057949;hasundiruja;https://twitter.com/hasundiruja/status/1704887207516057949
Thu Sep 21 15:42:02 +0000 2023;1704883695537283310;"@moviemenfes seratus juta perbulan?? ikhlas gw... itu belum termasuk asuransi jiwa, asuransi kesehatan, tunjangan hari raya, bonus akhir tahun, tunjangan transportasi, tunjangan komunikasi, ama tunjangan 3 kali makan ya... at least 2 tahun kerja, emak gw bisa dapet rumah bagus lah...";0;1;4;17;in;373963743;1704873115468386455;agmptra;https://twitter.com/agmptra/status/1704883695537283310
Thu Sep 21 14:54:00 +0000 2023;1704871604772303136;"Membuat program yg bisa menghilangkan kemiskinan dan memajukan sekolah, asuransi kesehatan, dan lapangan pekerjaan. Ini harapan rakyat pada Prabowo.     DelapanSmangat UtkMasaDepan  MajuinNKRI BarengPakbowo https://t.co/aA8aRou8PV";0;0;0;0;in;1484900132135276551;1704871604772303136;IlmanNugraha5;https://twitter.com/IlmanNugraha5/status/1704871604772303136
Thu Sep 21 14:44:00 +0000 2023;1704869088147988793;"Mengadopsi kebijakan yg bisa menaikkan kemakmuran dan memajukan sekolah, asuransi kesehatan, dan lapangan usaha. Ini titipan masyarakat kepada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/QwwounYZEz";0;0;0;0;in;1550661965051478021;1704869088147988793;Jarsoy1;https://twitter.com/Jarsoy1/status/1704869088147988793
Thu Sep 21 14:09:00 +0000 2023;1704860280172503407;"Menyiapkan kebijakan untuk menghilangkan kemiskinan dan memajukan pendidikan, asuransi kesehatan, serta peluang usaha. Ini keinginan rakyat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/fNZI7iaery";0;0;0;0;in;1542415091932758016;1704860280172503407;Harismaa_;https://twitter.com/Harismaa_/status/1704860280172503407
Thu Sep 21 13:53:26 +0000 2023;1704856362864533826;"@prabowoisme Menyiapkan program yg bisa mengurangi kemiskinan dan memajukan sekolah, asuransi kesehatan, serta peluang usaha. Ini keinginan rakyat pada Prabowo.  DelapanSmangat UtkMasaDepan KompakBekerja MenangkanRakyat https://t.co/rfYPRZgcrJ";0;0;0;0;in;1473552191554129920;1704835420591415634;Fitrifaradila5;https://twitter.com/Fitrifaradila5/status/1704856362864533826
Thu Sep 21 13:51:33 +0000 2023;1704855889986089454;"@info_beragam Menyiapkan program yg bisa menaikkan kemakmuran dan memajukan sekolah, asuransi kesehatan, dan lapangan usaha. Ini harapan rakyat pada Prabowo.  DelapanSmangat UtkMasaDepan KompakBekerja MenangkanRakyat";0;0;0;0;in;1655869133593141253;1704835664653803649;laolaa10;https://twitter.com/laolaa10/status/1704855889986089454
Thu Sep 21 13:51:01 +0000 2023;1704855754191278584;"Mengadopsi kebijakan yg bisa menghilangkan kemiskinan dan memajukan pendidikan, asuransi kesehatan, serta peluang usaha. Ini harapan rakyat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/YBMq5zVcET";0;0;0;0;in;1419254723035557889;1704855754191278584;krndavin;https://twitter.com/krndavin/status/1704855754191278584
Thu Sep 21 13:48:48 +0000 2023;1704855198408269830;"@prabowoisme Mengadopsi kebijakan untuk mengurangi kemiskinan dan meningkatkan sekolah, asuransi kesehatan, serta peluang pekerjaan. Ini harapan rakyat kepada Prabowo.  DelapanSmangat UtkMasaDepan KompakBekerja MenangkanRakyat";0;0;0;0;in;1473554887724060675;1704835420591415634;GeminiGistara;https://twitter.com/GeminiGistara/status/1704855198408269830
Thu Sep 21 13:47:37 +0000 2023;1704854900944089388;"@Ndons_Back @prabowo @cuitcuap_ @bengkeldodo @PaPa_Bowo2024 @are_inismyname @BANGSAygSUJUD @DarekaRendy @drReUtari08 @KhoirilAnwar_ @99propaganda Mengadopsi program untuk menaikkan kesejahteraan dan menambah pendidikan, asuransi kesehatan, dan kesempatan pekerjaan. Ini titipan rakyat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1550684996683255810;1704840927951438146;Renobramastaa;https://twitter.com/Renobramastaa/status/1704854900944089388
Thu Sep 21 13:44:15 +0000 2023;1704854050905489588;"@agathadew_ Menyiapkan kebijakan yg bisa mengurangi kemiskinan dan memajukan sekolah, asuransi kesehatan, dan peluang usaha. Ini keinginan masyarakat pada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1684118911070113792;1704837505424785907;Banggitar1;https://twitter.com/Banggitar1/status/1704854050905489588
Thu Sep 21 13:41:36 +0000 2023;1704853384170533318;"@prabowoisme Menyiapkan program yg bisa menaikkan kemakmuran dan memajukan pendidikan, asuransi kesehatan, dan peluang usaha. Ini keinginan rakyat pada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1471136615909117952;1704835420591415634;AdiSuprian;https://twitter.com/AdiSuprian/status/1704853384170533318
Thu Sep 21 13:37:54 +0000 2023;1704852455060914325;"@info_beragam Mengadopsi program yg bisa menaikkan kemakmuran dan meningkatkan sekolah, asuransi kesehatan, serta lapangan usaha. Ini harapan masyarakat pada Prabowo.  DelapanSmangat UtkMasaDepan KompakBekerja MenangkanRakyat";0;0;0;0;in;1653645795596591105;1704835664653803649;sriiyani00;https://twitter.com/sriiyani00/status/1704852455060914325
Thu Sep 21 13:36:09 +0000 2023;1704852012570132982;"@prabowoisme Mengadopsi program untuk menaikkan kesejahteraan dan menambah sekolah, asuransi kesehatan, serta kesempatan usaha. Ini keinginan masyarakat kepada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1646270806585131008;1704835420591415634;Marifatuha3;https://twitter.com/Marifatuha3/status/1704852012570132982
Thu Sep 21 13:35:41 +0000 2023;1704851897654595609;"@info_beragam Menyiapkan kebijakan untuk menghilangkan kemiskinan dan menambah sekolah, asuransi kesehatan, dan peluang usaha. Ini titipan rakyat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1666012795262107648;1704836784998539706;mikelguyyyy;https://twitter.com/mikelguyyyy/status/1704851897654595609
Thu Sep 21 13:32:11 +0000 2023;1704851015600844853;"@prabowoisme Menyiapkan program yg bisa menghilangkan kemiskinan dan memajukan sekolah, asuransi kesehatan, serta lapangan usaha. Ini titipan masyarakat pada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/YFTUR35WNe";0;0;0;0;in;1654705458681356288;1704835420591415634;YaniCarasco;https://twitter.com/YaniCarasco/status/1704851015600844853
Thu Sep 21 13:29:35 +0000 2023;1704850361016816127;"@prabowoisme Mengadopsi kebijakan yg bisa menghilangkan kemiskinan dan meningkatkan pendidikan, asuransi kesehatan, serta lapangan usaha. Ini titipan rakyat pada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1419226947863801859;1704835420591415634;prasdim22;https://twitter.com/prasdim22/status/1704850361016816127
Thu Sep 21 13:22:28 +0000 2023;1704848570334265451;"@prabowoisme Membuat kebijakan yg bisa menghilangkan kemiskinan dan memajukan sekolah, asuransi kesehatan, dan peluang pekerjaan. Ini keinginan rakyat kepada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1643473242596986880;1704835420591415634;Callanaish1;https://twitter.com/Callanaish1/status/1704848570334265451
Thu Sep 21 13:18:57 +0000 2023;1704847684098797832;"@cuitcuap_ Membuat kebijakan untuk mengurangi kemiskinan dan memajukan pendidikan, asuransi kesehatan, dan peluang usaha. Ini harapan masyarakat kepada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1543510160416866304;1704835278664614026;kikiafifah_;https://twitter.com/kikiafifah_/status/1704847684098797832
Thu Sep 21 13:17:46 +0000 2023;1704847389809639821;"@prabowoisme Mengadopsi kebijakan yg bisa menaikkan kemakmuran dan meningkatkan pendidikan, asuransi kesehatan, dan lapangan pekerjaan. Ini harapan masyarakat kepada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1653257132656021505;1704835420591415634;hahah_hallie;https://twitter.com/hahah_hallie/status/1704847389809639821
Thu Sep 21 13:17:13 +0000 2023;1704847251011727867;"@prabowoisme Mengadopsi kebijakan yg bisa menghilangkan kemiskinan dan meningkatkan sekolah, asuransi kesehatan, dan peluang usaha. Ini keinginan masyarakat pada Prabowo.  DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo https://t.co/WwXr8sW6lP";0;0;0;0;in;1643471164487135232;1704835420591415634;davinakayl;https://twitter.com/davinakayl/status/1704847251011727867
Thu Sep 21 13:16:33 +0000 2023;1704847080773374106;"@info_beragam Membuat program untuk menaikkan kesejahteraan dan menambah pendidikan, asuransi kesehatan, serta kesempatan pekerjaan. Ini harapan masyarakat pada Prabowo. DelapanSmangat UtkMasaDepan MajuinNKRI BarengPakbowo";0;0;0;0;in;1665739773712162816;1704836784998539706;brokesannnn;https://twitter.com/brokesannnn/status/1704847080773374106
