created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Sep 27 07:00:16 +0000 2023;1706926716160209044;"@SateDimas @selphieusagi @niaanoviaa Betul sih sekarang BPJS jg bisa lgsg dipake dlm kondisi darurat. Tapi sepertinya asuransi swasta tetep lebih fleksibel gitu.";0;2;0;24;in;1428367653152837633;1706713897301164456;biarakukasihtau;https://twitter.com/biarakukasihtau/status/1706926716160209044
Wed Sep 27 06:45:59 +0000 2023;1706923121260077426;"@tanyarlfes Dari sisi RS : BPJS itu AR Aging nya bisa berbulan2 sementara ASUransi swasta max 1 bulan.  Yang dicover BPJS pasti lebih rendah dari biaya RS sehingga klo gak mau rugi hrs tega minta exes ke pasien";0;0;0;0;in;1184963327476129793;1706842029421154501;PerconteFrank;https://twitter.com/PerconteFrank/status/1706923121260077426
Wed Sep 27 06:20:53 +0000 2023;1706916803249881411;"See. Asuransi mau itu BPJS kah atau swasta kah tuh penting kita gtw kapan kita sakit tapi jangan sampai ketika amit - amit sakit itu mampir malah kita ga ada persiapan nanti pusing jadi double.   Tinggal gimana kalian siap untuk di edukasi soal asuransi atau tidak nya😁";0;0;0;1;in;1490626555403399168;1706916803249881411;AgenAsuransimu;https://twitter.com/AgenAsuransimu/status/1706916803249881411
Wed Sep 27 05:36:13 +0000 2023;1706905561584091452;"@tanyarlfes Pengalaman pakai asuransi swasta, kadang pas daftar juga butuh waktu agak lama, karena perlu konfirmasi ke asuransinya, apa dicover apa gak, dll. Kalau cash kan gak butuh konfirmasi apa2";0;0;0;0;in;1217471170854805504;1706842029421154501;KakiKedelai;https://twitter.com/KakiKedelai/status/1706905561584091452
Wed Sep 27 05:15:00 +0000 2023;1706900221555626173;"@selphieusagi Iya ka, memang masih lebih bagus asuransi swasta. Lebih banyak kemudahan dan keuntungan";0;2;0;0;in;1658700460331769856;1706713897301164456;niaanoviaa;https://twitter.com/niaanoviaa/status/1706900221555626173
Wed Sep 27 05:13:44 +0000 2023;1706899905573523764;"@sm4llkitten @selphieusagi Iya kalau ada biaya lebih memang better pakai asuransi swasta lebih nyaman dalam semua hal termasuk pelayanan sih. Tapi kalau masalah gratis ada second opinion yang lebih murah";0;0;0;1;in;1658700460331769856;1706713897301164456;niaanoviaa;https://twitter.com/niaanoviaa/status/1706899905573523764
Wed Sep 27 04:10:03 +0000 2023;1706883878328373593;"@niaanoviaa @selphieusagi bpjs emang cover tp kalo mampu mending pake asuransi swasta pelayananya beda banget rs nya beda banget ga berharap nginep rs lama tp kalo pake asuransi swasta nyaman dibanding rs yg dicover bpjs.";0;1;0;3;in;903267149325647872;1706713897301164456;sm4llkitten;https://twitter.com/sm4llkitten/status/1706883878328373593
Wed Sep 27 03:54:25 +0000 2023;1706879943131750807;"@tanyarlfes 1. Beda antrian biasanya yg bpjs/asuransi dan cash 2. Asuransi (bpjs atau swasta) biasanya ada validasi data dulu 3. Jumlah antrian cash sama bpjs jelas banyakan bpjs jd ya pasti lebih lama";0;0;0;0;in;108236531;1706842029421154501;SJubaedahp;https://twitter.com/SJubaedahp/status/1706879943131750807
Wed Sep 27 02:52:30 +0000 2023;1706864360986210633;"@tanyarlfes Sy pernah berobat ke poli pake 3 metode (bpjs, cash/mandiri,asuransi swasta). Yg paling cepet administrasi  yg cash krn ga perlu cek ini itu. Bpjs agak ribet krn yg pake banyak jd antrian jg banyak, pake asuransi swasta lama krn cek ini itu dulu admin rs sm asuransinya.";0;0;0;0;in;37900310;1706842029421154501;0dfs0;https://twitter.com/0dfs0/status/1706864360986210633
Wed Sep 27 02:43:31 +0000 2023;1706862099396526527;"@tanyarlfes Mindset dokternya juga sama Seakan BPJS tuh gratisan, padahal iurannya hampir kaya asuransi swasta kelas 1nya Bukannya malah ngelayanin malah dia jualan jasa kalo mau lebih lengkap diperiksanya bisa Dateng ke saya lagi ga pake BPJS, dokter Indonesia kualitasnya emang stunting";3;5;1;1;in;376828631;1706842029421154501;Reyshoryuken;https://twitter.com/Reyshoryuken/status/1706862099396526527
Wed Sep 27 02:23:47 +0000 2023;1706857136381366346;"@tanyarlfes Kl mau enak sbnrnya pake asuransi swasta, tp ya bayarnya empot2an. BPJS max 150rb, swasta kl mau yg enakeun at least 500rb sebulan. Tp lebih enak lg kl jaga pola makan &amp  olahrgaa teratur &amp  ga banyak pikiran, biar ga gampang sakit hix";0;0;0;0;in;68108876;1706842029421154501;hasbud;https://twitter.com/hasbud/status/1706857136381366346
Wed Sep 27 02:12:11 +0000 2023;1706854216881573956;"Gatau gue pakai asuransi swasta";0;0;0;0;in;385768182;1706854216881573956;wahyuufebrian;https://twitter.com/wahyuufebrian/status/1706854216881573956
Wed Sep 27 02:05:28 +0000 2023;1706852524056289592;"@tanyarlfes nder km ga ush pake bpjs, pake asuransi swasta kl ada yg bayar cash ya yg cash duluan yg masuk... udh biasa ga si dr dlu....";0;0;0;0;in;1499782275374157825;1706842029421154501;haitaniwaife;https://twitter.com/haitaniwaife/status/1706852524056289592
Wed Sep 27 01:52:35 +0000 2023;1706849282681372788;"@tanyarlfes Coba tanya bpjs berapa maksimalnya faskes bisa mengklaim biaya bpjs per pasien rajal dan berapa lama mereka bayar klaim ke faskes.  bisa dibilang pasien cash dan asuransi swasta adalah tamu VIP red carpet.";0;0;0;0;in;1600372164292923393;1706842029421154501;GesrekinAjah;https://twitter.com/GesrekinAjah/status/1706849282681372788
Wed Sep 27 01:31:07 +0000 2023;1706843879557956037;"@selphieusagi Pentingnya asuransi. Mau swasta bpjs atau dr kantor. Yg penting lolo punya backup kesehatan.";0;0;0;0;in;51723675;1706713897301164456;baileysvodkaa;https://twitter.com/baileysvodkaa/status/1706843879557956037
Wed Sep 27 01:17:56 +0000 2023;1706840565051224091;"@tanyarlfes tahun 2019 rawat inap sampe 1bln di rs swasta. billnya sampe 90jt++. Alhamdulillah masih dicover asuransi waktu itu. Trus thn 2021 gw sakit lg, berobat sendirian, tabungan 6jt ludes dlm sebulan 🙏🏼";0;0;0;0;in;1564858339796078598;1706564519945015705;abitdump;https://twitter.com/abitdump/status/1706840565051224091
Tue Sep 26 16:50:56 +0000 2023;1706712972847202340;"@teilatte @katsukink @cIichea asuransi swasta jg keknya ga cover";0;1;0;0;in;1683020351490654208;1706698448274370667;cigsaftersuguru;https://twitter.com/cigsaftersuguru/status/1706712972847202340
Tue Sep 26 12:49:47 +0000 2023;1706652285185696220;"Jangankan sakit, yg posisi sehat bugar dan cuma konsul ke Obgyn buat make sure beneran hamil apa kaga aja dah abis nyarus 600rb di rs swasta. Untung dicover sm asuransi kantor🙂";0;0;0;0;in;1305656900436897792;1706652285185696220;kucingtertidur;https://twitter.com/kucingtertidur/status/1706652285185696220
Tue Sep 26 11:55:54 +0000 2023;1706638726359838857;"Tahun 2013 gw rontgen torax di RS Polri kena Rp80ribuan. Bulan lalu anak gw rontgen torax di RS swasta yg kecil kena Rp1 juta. Untungnya ada asuransi kantor 🤣";0;0;0;0;in;1171073418885660672;1706638726359838857;LinaPradana_;https://twitter.com/LinaPradana_/status/1706638726359838857
Tue Sep 26 07:52:06 +0000 2023;1706577369820274828;"@elisa_jkt Sy jujur ga percaya bpjs ya gt...banyak birokrasinya.. kalo asuransi swasta banyakan ga banyak ini itu..  Sy masuk bpjs ga lebih krn alasan urusan administrasi negara ga sulit aja..";0;0;0;0;in;907391785;1705879366880972943;van0107;https://twitter.com/van0107/status/1706577369820274828
Tue Sep 26 07:28:01 +0000 2023;1706571309814288833;"@tanyarlfes Aku pernah op amandel pake asuransi kantor. Pas mau bayar hampir 40jt 😭😭 Btw ini rs swasta dan kamar sendiri.";0;0;0;0;in;1644382399487422464;1706564519945015705;DDurianda11847;https://twitter.com/DDurianda11847/status/1706571309814288833
Tue Sep 26 07:06:20 +0000 2023;1706565852345282961;"@fitafibrian1 @melanieppuchino @kozirama Ini buat pasien BPJS dan jkn di aplikasinya aja udah integrasi, karena penanggung layanan sama. RM medis di bagi dua rs sama prnanggu bpjs / asuransi swasta, untuk memudahkan audit claim dan jejak riwat.";0;1;0;1;in;211871391;1706476211952894243;PebriansyahW;https://twitter.com/PebriansyahW/status/1706565852345282961
Sun Sep 24 15:23:27 +0000 2023;1705966181314863452;"@nigat7070 @psi_id @AXAIndonesia @grace_nat @Giring_Ganesha @kaesangp Asuransi dan BPJS itu kasus yg berbeda.  BPJS gratis agar semua masyarakat terjamin dan tidak dipersulit dgn mengalokasikan APBNnya, dan ini sektor nasional.   Kalo asuransi itu kan swasta, sektor antar individu. Sebaiknya coba konsultasikan dgn LBH PSI, siapa tau ada solusi.";0;1;0;1;in;1618834396970364929;1705960566475587707;MikaelHary;https://twitter.com/MikaelHary/status/1705966181314863452
Sun Sep 24 11:42:49 +0000 2023;1705910655126229306;"@Fahrihamzah Ente mah enak pake asuransi swasta, kagak pake @BPJSKesehatanRI, ye bang @Fahrihamzah 😁";0;0;0;0;in;1561577671657631744;1705464716104172020;onang_kea;https://twitter.com/onang_kea/status/1705910655126229306
Sat Sep 23 11:53:21 +0000 2023;1705550918467702863;"Selain itu tenaga kesehatan di Kebumen juga kurang cocok di aku. Aku kalau mau konsul serius ya ke Purwokerto karena di sana dokternya lebih enak-enak. Di sini meskipun pakai bpjs, alhamdulillah selalu dapat perlakuan baik. Dan dapat asuransi swasta jg dari kantor 😘";0;1;0;0;in;82834418;1705549191848787999;deariiissti;https://twitter.com/deariiissti/status/1705550918467702863
Sat Sep 23 03:28:01 +0000 2023;1705423748453875799;"@aro_6ansi @OJK_Indonesia Malakin lembaga-lembaga keuangan swasta, sprti asuransi, leasing, bank dan lain2nya.. 🤣😂🤣";0;1;0;1;in;1239611339070300160;1705178059970891805;dinoridgid;https://twitter.com/dinoridgid/status/1705423748453875799
Fri Sep 22 15:35:54 +0000 2023;1705244537218887868;"@ardi_tama1 Kecil kemungkinan mereka punya asuransi swasta ataupun jadi peserta BPJS TK. Makanya mereka tdk akan berobat sampai sakitnya parah betul. Sejak ada BPJS-Kes, agak lumayan ada peningkatan jumlah pasien dari kalangan seperti itu.";0;0;0;0;in;411262420;1705231079601545642;alexanderdrspan;https://twitter.com/alexanderdrspan/status/1705244537218887868
Fri Sep 22 09:40:43 +0000 2023;1705155151852712160;"@BADUNGILLL @fuoshiguro @convomf baca saja bagian terakhir. asuransi biasanya jg akan menyelidiki sendiri, kl diamerika ada detektif swasta. disini kemungkinan dari kepolisian.";0;2;0;0;in;1514785736582909952;1705087572173828169;AozoraAoi8;https://twitter.com/AozoraAoi8/status/1705155151852712160
Fri Sep 22 04:49:53 +0000 2023;1705081964423000420;"Kalo sakit ga perlu bingung biayanya karena udah di cover asuransi swasta";0;0;0;0;in;831728222756696064;1705081700815110462;helloep_;https://twitter.com/helloep_/status/1705081964423000420
Thu Sep 21 12:08:30 +0000 2023;1704829957522993338;"Segini pakai asuransi swasta, gimana yang pakai bepejees 😭😭😭😭";0;0;0;0;in;1214679958150250496;1704821692147835094;primapotter;https://twitter.com/primapotter/status/1704829957522993338
Thu Sep 21 03:01:07 +0000 2023;1704692204651085985;"Privilege kalau punya uang atau asuransi bagus bisa langsung ke dokter subspesialis di klinik/RS swasta..kalau BPJS wayahna ke PPDS dulu 🙏";0;0;0;1;in;156903603;1704692204651085985;dsskwln;https://twitter.com/dsskwln/status/1704692204651085985
Wed Sep 20 15:33:21 +0000 2023;1704519118920241153;"@XdokterbaikX Kalau minta vitamin boleh?  Asuransi swasta saja tidak acc pemberian vitamin";0;1;0;0;in;1695738370339868672;1704470720120844353;2024_anies62406;https://twitter.com/2024_anies62406/status/1704519118920241153
Wed Sep 20 10:59:26 +0000 2023;1704450186473546167;"@worksfess Gratis nder. Ga perlu daftar asuransi swasta, bpjs udah bagus.";0;0;0;0;in;447699745;1704447235919057284;reddveelvet;https://twitter.com/reddveelvet/status/1704450186473546167
Wed Sep 20 02:23:29 +0000 2023;1704320342435746099;"@BPJSKesehatanRI pagi min, ini kebetulan bpjs saya tidak aktif karena menggunakan asuransi swasta, nah syarat Kantor baru harus aktif dulu bpjs kesehatan nya. Tapi apakah pengaktifkan kembali syarat nya harus menggunakan buku rekening ya min? Apakah Nanti auto debet?";0;1;0;0;in;1336609648770568192;1704320342435746099;Kakibau4;https://twitter.com/Kakibau4/status/1704320342435746099
Tue Sep 19 21:21:00 +0000 2023;1704244221396541584;"@airlanggafess Asuransi apa? Kalo bpjs ke plk dulu minta rujukan. Kalo asuransi swasta bisa langsung ke pendaftaran poli terus bilang pake asuransi";0;0;0;0;in;258352949;1704187346537828468;wanooo_dya;https://twitter.com/wanooo_dya/status/1704244221396541584
Tue Sep 19 13:12:04 +0000 2023;1704121177231216880;"Padahal asuransi pemerintah jg gak murah biayanya, setara lima hari kerja tarifnya itu, tapi yah org2 yg gak punya asuransi swasta diperlakukan layaknya manusia kls dua. Awalnya aku gak ngedengerin mereka ngomong apa, tp saking panasnya topik obrolan, mau gak mau dengerin jg.";0;1;0;0;in;2634661900;1704121171673805212;indria_vitri;https://twitter.com/indria_vitri/status/1704121177231216880
Tue Sep 19 13:12:03 +0000 2023;1704121174211604697;"Sebelum-sebelumnya masih ok, tp sekarang udah gak lagi. Sebagai org yg punya asuransi di pemerintah, dpt jadwal dokter susah sekali, bisa berbulan-bulan bahkan bisa nyampe setaun nunggu jadwalnya. Pengen cepet? Harus punya asuransi swasta. Nelpon sekarang, bsk udah bisa dtg.";1;1;0;1;in;2634661900;1704121171673805212;indria_vitri;https://twitter.com/indria_vitri/status/1704121174211604697
Tue Sep 19 10:44:11 +0000 2023;1704083962153652667;"@worksfess Bumn lebih byk benefitnya mulai dari bonus, gajian 15-16x (ini kantor suamiku ya) sama asuransi swasta tapi peluang kena demosi sama dipecat kalo ga menuhin kip itu terbuka lebar. Imho pi en es cocok buat yg ga trlalu ambisius";0;0;0;0;in;1453215883455868928;1703423073473679610;adnifinda;https://twitter.com/adnifinda/status/1704083962153652667
Tue Sep 19 03:58:16 +0000 2023;1703981809602883692;"@PartaiSocmed @ojkindonesia Mana urus OJK yg kaya gitu2 an...  Kalo Emiten mau sebar Dividen baru diurusin.. Biaya asuransi yg mana perusahaan  asuransi swasta mampu bertahan, diurusin Sehingga biaya asuransi pada naik.. 😺";1;0;2;1;in;200443266;1703970846497497418;freedaey;https://twitter.com/freedaey/status/1703981809602883692
Tue Sep 19 01:02:32 +0000 2023;1703937585759101000;"@worksfess Tanya jenjang karir, terus budaya pekerjaan, tanya soal hak2 kamu kayak bpjs, terus asuransi swasta yang mendukung, uang lemburan, dll";0;0;0;0;in;1529251803119775749;1703937274713706991;throbbingpain18;https://twitter.com/throbbingpain18/status/1703937585759101000
Mon Sep 18 11:33:46 +0000 2023;1703734052405305514;"@alyacholid Yess aku pernah ke salah satu dokter di list ini, tau dari sini juga. Beneran baik dan tanpa stigma👍tapi sekali konsul tanpa obat tanpa tindakan serius abis 2jt WKWKWKWK tp ini bkn ttg dokternya yhh, ttg rs nya, bs pake asuransi swasta jg sebenarnya";1;0;3;11;in;98771478;1703682589280837973;cepethilang;https://twitter.com/cepethilang/status/1703734052405305514
Mon Sep 18 10:45:11 +0000 2023;1703721824952131992;"@rebusankucing Aku personally thinking the worst, jadi bakalan pilih yg 5 karena stability (especially kalo misal dia punya benefit kayak asuransi swasta dll). Yes 8 sounds good, tp kalau tempatnya gabisa bikin stay lama, bakalan susah kalo nanti harus pindah dengan gaji yg lebih kecil. Tapi https://t.co/rWmhJgMCkn";0;1;0;1;in;1229237106620256257;1703713913148456999;afterellian;https://twitter.com/afterellian/status/1703721824952131992
Mon Sep 18 10:09:56 +0000 2023;1703712953101582404;"Ingin cepat cepat punya asuransi swasta, aku sudah muak dengan bpjs";0;1;0;0;in;1119422168540991489;1703712953101582404;namanyafalah;https://twitter.com/namanyafalah/status/1703712953101582404
Mon Sep 18 08:06:13 +0000 2023;1703681821014450404;"Akhirnya anak gw jadi mbak² SCBD, alhamdulillah banyak dpt benefit ada cuti haid, asuransi BPJS Ketenagakerjaan, asuransi swasta, dpt laptop,  jam kantor max jam 10.00 pulang jam 17.30 bisa nih gausah kost ...jadi rejekimu Dik😍";1;3;0;9;in;68255953;1703681821014450404;DiniHaruti;https://twitter.com/DiniHaruti/status/1703681821014450404
Sun Sep 17 19:00:01 +0000 2023;1703483966911836328;"Kementerian Kesehatan,di kabarkan akan menghapus sistem kelas di BPJS Kesehatan,per 2024 mendatang,dan akan menaikan tarif iuran bulanan peserta BPJS Kesehatan,paling lambat pada Juli 2025 mendatang.ada kemungkinan besar,BPJS Kesehatan akan mengadopsi sustem di asuransi swasta.";0;0;1;1;in;980097559736721408;1703483966911836328;AlbertSolo2;https://twitter.com/AlbertSolo2/status/1703483966911836328
Sun Sep 17 17:14:59 +0000 2023;1703457534428971011;"@TERClPTA @idoymaridoy @worksfess Kalo perusahaan ngasih asuransi swasta/tunjangan kesehatan selain bpjs okelah, sakit sampe dirawat juga ga masalah wkwkwk. Lah kalo cm dikasih bpjs doang kan sedih. Sakit sendiri, repot sendiri, perusahaan paling cuma blg get well soon 🤣";0;0;0;0;in;1428367653152837633;1703295696877883869;biarakukasihtau;https://twitter.com/biarakukasihtau/status/1703457534428971011
Sun Sep 17 05:27:42 +0000 2023;1703279541790380068;"@AnimindoNet Di asuransi swasta, ISK biasanya masuk dlm penyakit khusus dgn masa tunggu 10-12 bulan. Jadi, kalau blm lewat masa tunggu tsb, ga bisa dicover.  Pernah bantu handle klaim klien yg demam parah, usia polis baru 9bln, semua biaya RS dicover kecuali tes urine lengkap krn terkait ISK";0;1;0;1;in;193596724;1703258081969541224;SemEinhart;https://twitter.com/SemEinhart/status/1703279541790380068
Sat Sep 16 16:24:12 +0000 2023;1703082365093105955;"@kegblgnunfaedh Dia ga nyetel lagu sama sekali 😭😂  Abis itu temen gue pas udah kerja lgsg aktifin asuransi swasta. Soalnya kl sama asuransi lo kamarnya kan yg sendiri gt 😂😂 kmrn dia abis operasi usbun nyeletuk “sakit euy, paling ga ga ada yg dangdutan tapi😭”";0;0;0;0;in;1503579066225475587;1702948893166809307;superbialucia;https://twitter.com/superbialucia/status/1703082365093105955
Sat Sep 16 08:07:25 +0000 2023;1702957345876439108;"Gila, punya dua polis asuransi swasta. Keren juga aku mantab👉🏻👈🏻";0;0;0;0;in;1078124946310582273;1702957345876439108;andnta_;https://twitter.com/andnta_/status/1702957345876439108
Sat Sep 16 07:53:54 +0000 2023;1702953945583546619;"@tirrrrrrrr_ @kegblgnunfaedh makanya orkay biasa langsung pakai asuransi, karena kalau kenapa2 biasanya ke rs swasta kek Mayapada atau Eka  hospital. walau rs negeri juga bisa ya setara Fatmawati, tapi pasti di tempatin di kelas2 atas.";0;0;0;0;in;1548928660278636546;1702948893166809307;rihlatul26;https://twitter.com/rihlatul26/status/1702953945583546619
Sat Sep 16 03:17:28 +0000 2023;1702884376919597506;"beneran ada yg research reaksi nakes waktu melayani pasien bpjs, asuransi swasta, dan pasien umum dan REAKSI BUAT PASIEN BPJS BENERAN BEDA MANA DATANYA VALID GILA 😭";0;0;0;0;in;1265298936316624897;1702884376919597506;saenktjueri;https://twitter.com/saenktjueri/status/1702884376919597506
Fri Sep 15 14:44:00 +0000 2023;1702694763093537042;"tidak pernah menyangka milih asuransi ternyata se-overwhelmed ini. Siapapun yg punya asuransi kesehatan swasta aku butuh saran2 kalian 😭";0;7;0;0;in;546385142;1702694763093537042;nadeeeelll;https://twitter.com/nadeeeelll/status/1702694763093537042
Fri Sep 15 12:24:21 +0000 2023;1702659618512810441;"menanggung biaya asuransi swasta mereka, renovasi rumah orang tua gw, beli mobil, ganti celana dalam, beli bodycare tiap bulan ke the body shop, beli sepeda, traktir pacar tiap minggu, bisa memberi pinjaman ke beberapa orang tiap minggu.";0;1;0;0;in;1588177732684623873;1702659616252076492;penetralan;https://twitter.com/penetralan/status/1702659618512810441
Fri Sep 15 03:57:57 +0000 2023;1702532176775086128;"@hihighyu Bpjs bagus kok kak, tp kl ada cashflow yg aman ,untuk melengkapi ada baik nya ada asuransi swasta kak, krn ada banyak fasilitas di asr swasta yg tidak ada di bpjs😊";0;1;0;0;in;76706218;1702530300931358971;ChristianTamin;https://twitter.com/ChristianTamin/status/1702532176775086128
Fri Sep 15 02:07:02 +0000 2023;1702504264357277957;"atau mungkin bikin asuransi sosial rasa asuransi swasta yang ngk perlu ribet minta rujukan";0;0;0;1;in;1376749652666556425;1702504264357277957;CareSilent;https://twitter.com/CareSilent/status/1702504264357277957
Fri Sep 15 00:00:02 +0000 2023;1702472303907627505;"@awrianagrande__ pake asuransi bisa kok kalau di rs biasanya kan ada tu,rs rs gede biasanya ada trutama yg swasta setau monmon yg swasta si gak tau kalau yg rs umum";0;0;0;0;in;1168442910787792897;1693658967334084948;snowmoon1722;https://twitter.com/snowmoon1722/status/1702472303907627505
Thu Sep 14 12:06:27 +0000 2023;1702292727206183354;"kayaknya memang butuh asuransi swasta, nda cukup ini kalo bpjs ji wkwk";0;0;0;2;in;244073366;1702292727206183354;heydianprasetya;https://twitter.com/heydianprasetya/status/1702292727206183354
Thu Sep 14 09:46:59 +0000 2023;1702257625982022044;"asuransi swasta yg banyak cover utk kebutuhan baby apa ya yg paling worth it. pada cover imunisasi gasih... huhu";0;2;0;0;in;96330531;1702257625982022044;mametnk;https://twitter.com/mametnk/status/1702257625982022044
Thu Sep 14 06:09:34 +0000 2023;1702202912460693798;"Punya asuransi swasta &amp  bpjs. Gue selalu pake asuransi swasta kalau rawat jalan ke rs-rs jaksel. Yg bikin mager sih antriannya dan pakir krn rs jaksel mayan hits. Sekali ini iseng coba klinik bpjs pas lagi flu, tnyt pelayanan baik dan antrian ga sepanjang itu parkir ok. Mantap";0;0;0;3;in;222462569;1702202912460693798;Oryzas_;https://twitter.com/Oryzas_/status/1702202912460693798
Thu Sep 14 00:57:28 +0000 2023;1702124369898807584;"@Blubluskai1 @yearendsale_ @tanyakanrl HT punya anak 100 juga g masalah, bisa bayar asuransi semua, sekolah bisa di swasta internasional";0;1;0;2;in;1203166616273309696;1701885946067837370;AgusNehemia;https://twitter.com/AgusNehemia/status/1702124369898807584
Wed Sep 13 16:06:57 +0000 2023;1701990863449227282;"@tempuraudoon Menurut aku sih seharusnya sendernya minta 3 digit gaji, asuransi swasta no limit, makan pagi dan siang, uang lembur, tunjangan starbucks, cuti healing per minggu, layanan psikiater gratis, personal assistant dan lain2.";0;0;0;0;in;70646829;1701874020965331455;jungjeonmama_;https://twitter.com/jungjeonmama_/status/1701990863449227282
Wed Sep 13 11:35:49 +0000 2023;1701922628645388532;"@TanPipin Setuju, visi pertama kantor, bukan buat mau fasilitasi karyawan nya sih, Kl kita stop kerja artinya kita uda ga dpt fasilitas asuransi kantornya, jd ya memang better harus ada asr swasta pribadi saat masih usia muda.";0;1;0;0;in;76706218;1701880990959010258;ChristianTamin;https://twitter.com/ChristianTamin/status/1701922628645388532
Wed Sep 13 10:57:51 +0000 2023;1701913074196947251;"@worksfess Sikat nder gaji segitu mah cukup banget, hemat ya penting 💯 beli asuransi kesehatan swasta juga nder, iuran hanya 15% dari penghasilanmu per bulan.  Full cover biaya RS sampai 10 M per tahun polis.";0;0;0;0;in;1087171020107042819;1701763825018577124;heffheven;https://twitter.com/heffheven/status/1701913074196947251
Wed Sep 13 08:26:00 +0000 2023;1701874859192828193;"Setelah gue pikir², culture kantor makan manis dan fast food yg membuat beberapa persh ga kasih asuransi swasta kesehatan.  Karna kantor jg tau, makan manis, fast food dan banyak duduk is silent killer.  Kondisi ngetik sambil makan donat+coklat yg dikasih kantor";0;0;0;0;in;117986299;1701874859192828193;SayOmelette;https://twitter.com/SayOmelette/status/1701874859192828193
